,nativeStatusCode,SumOfpercentCover,rootCcontent,rootNcontent,rootCNratio,mycorrhizaIntensity,rootDiameter,SRL,RMF,rootingDepth,rootTissueDensity
Picea_engelmannii,N,25.86666667,467.0000005,6.416666665,68.40000004,46,0.288516481,59.98049382,0.4775,190.7928736,1.42508197
Geranium_richardsonii,N,1.125,450.1081845,12.74669279,34.17524739,99,0.808736403,49.27784044,0.616549008,132.2252945,1.422274098
Arctostaphylos_alpina,N,7.047619048,,,,40,1.831854823,,,,1.401266348
Dichanthelium_sphaerocarpon,N,1.266666667,525.0242533,,,99,0.635473765,,,,1.386494291
Galium_concinnum,N,1,,,,99,0.64203135,,,,1.380690647
Galium_hispidulum,N,3,,,,99,0.64203135,,,,1.380690647
Galium_lanceolatum,N,4,,,,99,0.64203135,,,,1.380690647
Poa_alpina,N,0.625,458.0820443,12.53999999,0.442,37,0.864117873,,0.313259362,25.45999998,1.353638827
Setaria_viridis,I,0.5,460.0906248,4.29333333,67.08202776,60,0.61182212,39.28666666,0.331666667,685.3598314,1.352524555
Alliaria_petiolata,I,3.770676692,,,,99,0.1672,512.6928372,,,1.345171481
Festuca_occidentalis,N,3,,,,99,0.743277659,,,767.1614045,1.343498384
Chenopodium_rubrum,N,2.5625,464.9600004,3.999999997,116.2399999,99,0.284010812,240.3428544,0.491505563,,1.341237173
Rubus_phoenicolasius,I,11.196,353.2861394,16.60999998,21.26948464,89,0.222013854,24.42402535,,,1.336709766
Picea_mariana,N,13.57979167,,22.54513888,,14,0.813868348,127.0056032,0.238875,33.25448703,1.335582296
Stellaria_longipes,N,0.5,492.1585202,,2.500000002,99,0.152908333,,,,1.329937978
Phlox_multiflora,N,1.154545455,,,,99,1.074968538,,,,1.277814046
Festuca_idahoensis,N,1.265,,,,99,0.688969711,,,26.8,1.25202587
Microlaena_stipoides,I,34.875,,,,99,0.177587467,195.0608862,0.088935992,46.20749998,1.229531951
Carex_aquatilis,N,5.583333333,504.6941719,12.48333335,,5,0.1668,568.0182858,0.713880289,17.63119046,1.223761236
Agoseris_retrorsa,N,1,,39.08767532,,99,2.370430976,345.9876648,,401.1851723,1.200583603
Ilex_cassine,N,24.75,,,,90,1.775993807,415.9756997,,,1.195131413
Festuca_brachyphylla,N,0.625,,10,,99,0.742541845,,,759.537752,1.175806198
Avena_barbata,I,2.65224359,433.6794929,12.08653569,0.668896321,99,0.635599526,,0.467209767,5.832999994,1.14302506
Veronica_wormskjoldii,N,1.75,,,,99,0.519570161,,,,1.142186856
Senecio_vulgaris,I,0.5,482.0795173,14.69521999,0.170915078,99,1.747135047,487.828602,0.152053866,10.95,1.14045596
Asimina_incana,N,1.083333333,,,,99,2.540173082,111.9750007,,,1.117131693
Asimina_reticulata,N,6.354166667,,,,99,2.540173082,111.9750007,,,1.117131693
Anemone_narcissiflora,N,0.5,,14.47653668,29.92505608,66,1.859433207,24.76000004,,,1.097145895
Festuca_altaica,N,1.874404762,,12.5,,99,0.620466256,,,57.72444447,1.091215951
Synedrella_nodiflora,N,6.666666667,530.0567788,,,99,1.513239924,415.7574344,,,1.090852684
Cerastium_glomeratum,I,1.00462963,442.6257361,14.70000001,0.383043991,42,0.649216621,318,0.250771497,,1.084611494
Eryngium_aromaticum,N,3,,,,99,1.150857848,371.1957277,,,1.074221805
Ledum_groenlandicum,N,5.871875,,9.530000008,,99,,86.3515151,0.302872931,0.2,1.036705609
Andropogon_ternarius,N,4.055555556,,36.41517117,,99,0.671583264,299.4989751,,740.5630349,1.031871388
Andropogon_capillipes,N,4.559090909,,36.4151659,,99,0.671583195,299.4989238,,740.5628246,1.031871237
Andropogon_virginicus,N,22.90010823,,36.4151659,,99,0.671583195,299.4989238,,740.5628246,1.031871237
Vaccinium_vitis-idaea,N,9.618105159,470.9159388,10.7702458,37.98727992,64,0.318990498,630.2999998,0.269473271,11.65542929,1.030944779
Cirsium_texanum,N,2.2,517.8235095,,,99,0.67086204,530.1130828,,,1.025826416
Dichanthelium_xanthophysum,N,1,501.0703783,,142.7277123,99,0.475931137,782.6294672,,,1.005806721
Chenopodium_hians,N,5,,16.89923794,,99,0.328097242,567.9120343,0.384534501,,1.004039382
Poa_compressa,I,1.104166667,395.7017519,8.044205302,32.9916044,99,0.655308193,54.78892975,0.391862314,632.1546323,0.987438948
Schizachyrium_tenerum,N,12,,35.03563304,,99,0.620709033,280.1362337,,554.8424352,0.986235898
Penstemon_virens,N,1.333333333,,,28.97834056,99,0.830411398,113.6684802,0.571742557,85.12602943,0.982758331
Pinus_glabra,N,0.5,,28.19026388,,90,1.452449993,123.4585147,,,0.980880964
Penstemon_whippleanus,N,1.21875,,,28.70712678,99,0.827437356,113.4425057,0.551610288,8.999999991,0.972346621
Abies_lasiocarpa,N,66.51764706,,32.93621706,81.50000005,7,,40.27948304,0.103200285,70.92921772,0.9656309
Empetrum_nigrum,N,3.356277056,525.4766021,8.449701246,38.3055534,30,2.458984407,666.1327539,0.119259512,10.18452381,0.954099811
Rhododendron_lapponicum,N,0.5,,5.999999995,86.79999996,35,1.782826674,133.7319499,,,0.943580009
Triticum_aestivum,I,8.271296296,376.0600003,11.33777779,25.35082703,99,0.509471711,228.3801987,0.23149008,67.00000005,0.916488434
Thalictrum_occidentale,N,8.5,463.1762286,20.54132551,,99,1.112296146,94.05746755,,,0.885212129
Vaccinium_uliginosum,N,5.54048913,501.44483,8.197031688,36.54788999,41,0.746613664,,0.571138144,16.24305557,0.876129146
Asclepias_asperula,N,3.125,,31.98932263,,99,0.964492311,201.2393371,,450.4840264,0.855769753
Asclepias_ovalifolia,N,1.222222222,,31.98932263,,99,0.964492311,201.2393371,,450.4840264,0.855769753
Asclepias_pumila,N,0.5,,31.98932263,,99,0.964492311,201.2393371,,450.4840264,0.855769753
Asclepias_stenophylla,N,0.5,,31.98932263,,99,0.964492311,201.2393371,,450.4840264,0.855769753
Asclepias_viridiflora,N,0.75,,31.98932263,,99,0.964492311,201.2393371,,450.4840264,0.855769753
Lespedeza_angustifolia,N,1,,,,99,0.748925015,261.2139618,0.771782111,,0.829056369
Carya_aquatica,N,2,437.7244562,18.92809136,,99,0.469741614,102.7630656,,436.8521087,0.816917221
Tsuga_heterophylla,N,16.84404762,492.7199999,3.90333333,257.4999998,99,2.538762201,414.1044141,0.234,54.27000005,0.776083276
Morella_caroliniensis,N,1.25,,,,99,1.051497861,315.6016064,,,0.765394515
Ulmus_crassifolia,N,0.5625,,31.53851978,,99,1.069210016,590.4385023,,469.0000003,0.764464496
Carex_capillaris,N,0.5,,33.016094,,4,0.37,604.2407419,0.38957251,1.943000002,0.74762844
Agoseris_glauca,N,0.5625,458.6270901,8.852539067,51.80740663,99,2.129846354,56.33396323,0.821719962,20.39999998,0.746251232
Thalictrum_fendleri,N,7,396.7483141,8.452165222,62.50631784,99,0.603019999,32.47288496,,,0.740071384
Pinus_sabiniana,N,0.5,,26.6090966,,31,1.093470256,106.4465587,,,0.731473017
Lespedeza_virginica,N,2.958333333,,,74.1875475,99,0.651437311,194.3317949,0.656914116,,0.730059464
Vernonia_angustifolia,N,1.297727273,485.2691656,,18.42745647,99,0.546486167,108.8268798,,,0.717974917
Vernonia_gigantea,N,8.666666667,485.2691656,,18.42745647,99,0.546486167,108.8268798,,,0.717974917
Ageratina_aromatica,N,1.383333333,499.5053004,,139.6779871,99,0.707019896,731.0009428,,390.9860663,0.705866671
Betula_papyrifera,N,2.125,498.7374799,16.82340655,,25,0.591025094,829.5651645,0.236669947,22.74266666,0.690476222
Populus_tremuloides,N,3.148026316,408.5883251,14.8027114,35.74219773,3,0.293923077,68.50107673,0.308628588,56.73657574,0.676666666
Artemisia_absinthium,I,1.827380952,497.7828998,20.27903632,173.4434764,72,0.337989913,81.17416935,0.60696992,226.6785765,0.672413214
Encelia_farinosa,N,2.575,443.0325039,32.08169137,16.79702729,99,1.091158314,216.8339894,0.425776349,27.77500002,0.671990788
Bromus_diandrus,I,7.900505051,387.3240334,9.037241447,0.958772772,99,0.44229933,254.4254682,0.566488452,9.800000007,0.660312414
Comarum_palustre,N,3.833333333,475.7630898,7.987218054,59.56555669,14,,,,,0.656383929
Elymus_scribneri,N,0.5,474.7543921,29.39496348,,99,0.405971172,318.3472288,,215.8637028,0.653784411
Asclepias_humistrata,N,0.5,,33.83947786,,99,0.910170567,159.1955719,,463.9861293,0.653136956
Carya_glabra,N,1.963541667,372.911175,11.25679699,28.41064582,99,0.207222222,64.160235,,127,0.652466666
Halesia_diptera,N,4,,,,99,1.569624235,343.6342714,,,0.649879261
Polygonum_amphibium,N,5.246666667,,25.91138007,,58,0.525586631,826.5042575,0.611170371,10,0.64562614
Populus_balsamifera,N,2.65625,433.877142,22.98027778,0.473300882,1,0.785099999,89.99999991,0.33,62.04384254,0.636600267
Carya_cordiformis,N,1.263888889,523.4577477,27.17865532,,99,0.610043477,22.68994792,,174.5826667,0.633575475
Lespedeza_frutescens,N,25,,,24.33593496,99,0.570633952,149.7029647,0.562410558,719.998015,0.632250936
Polygonum_hydropiperoides,N,1.25,,25.10465573,,57,0.608403973,833.4819454,0.621423012,87.57807997,0.62236699
Polygonum_punctatum,N,2,,25.10465573,,57,0.608403973,833.4819454,0.621423012,87.57807997,0.62236699
Poa_leptocoma,N,2.25,,,,99,0.544646667,58.19390048,,742.8216789,0.618776014
Dirca_palustris,N,6,467.9999999,10,,99,2.228243558,57.59999994,,,0.61
Deschampsia_nubigena,N,1,,26.5173764,,99,0.45617184,612.879174,,,0.608515338
Pinus_echinata,N,0.5,512.0275642,11.21737288,177.5268633,32,0.707463584,36.1746086,0.4,93.66468588,0.606196407
Eupatorium_capillifolium,N,2.6875,469.712561,32.37596363,56.99270387,99,0.712767919,247.0264633,0.828944215,359.5785567,0.603962004
Juniperus_communis,N,24.5,493.6451301,6.717592836,82.5382993,50,,5.549999998,0.265,59.19199996,0.599999999
Pseudocymopterus_montanus,N,0.864583333,418.7546542,7.459595495,65.29987621,99,1.282108479,18.49829091,0.664579961,,0.590520764
Polygonum_bistorta,N,1.924801587,532.554469,25.6093008,,17,0.471448843,705.0085023,0.61273708,10.10000001,0.589961996
Antennaria_corymbosa,N,5,508.7066162,34.20493598,32.62126594,99,0.682844868,494.4967008,0.428062995,183.2057161,0.588582734
Antennaria_rosea,N,1.333333333,508.7066162,34.20493598,32.62126594,99,0.682844868,494.4967008,0.428062995,183.2057161,0.588582734
Antennaria_umbrinella,N,1.166666667,508.7066162,34.20493598,32.62126594,99,0.682844868,494.4967008,0.428062995,183.2057161,0.588582734
Danthonia_intermedia,N,1.208333333,522.8292838,,,99,0.3774,15.56514286,,,0.583333333
Chamaedaphne_calyculata,N,4.25,464.1999999,2.629999997,178.4,43,0.29,428.0247144,,404.2814832,0.575587775
Chaetopappa_ericoides,N,0.645833333,395.3506854,13.30856322,29.70648881,99,0.63267228,43.25886724,0.622469096,380.9445073,0.574910304
Quercus_alba,N,7.021428571,421.256658,9.447543516,34.43675002,56,0.315413567,58.53147426,0.737500001,139.2966667,0.570844209
Lepidium_virginicum,N,0.875,417.7551746,16.46000455,0.363165846,99,0.118338333,186.6354976,0.255667793,544.1204886,0.568010133
Pinus_strobus,N,1.594444444,391.3961659,9.512300906,30.25870177,45,0.542599966,28.55128933,0.4375,103.7242065,0.565666667
Lonicera_maackii,I,2.6875,348.3060323,12.0375,18.43377928,92,0.256194085,39.97397495,,,0.564656153
Encelia_frutescens,N,18.83333333,415.6008217,22.86391126,0.250744786,98,1.067361588,70.1269326,0.18951094,106.6289623,0.56181032
Digitalis_purpurea,I,10.33333333,,,,8,2.319631957,331.1988407,0.234662639,,0.551250756
Pinus_virginiana,N,1.25,375.5542162,11.59602305,26.69846249,99,0.330393986,32.04651635,,,0.544771869
Potentilla_recta,I,0.5,516.418314,,2.167170269,99,0.140333333,102.1673223,0.774718399,,0.542982457
Guaiacum_sanctum,N,1.166666667,460.1996616,18.44622612,,99,0.414966667,8.156947686,,,0.532222222
Cephalanthus_occidentalis,N,4,459.0000005,12,,99,1.232729939,48.89999999,0.435,,0.53
Agrostis_humilis,N,1,506.0931993,35.05511508,,99,0.534460984,785.9342085,,213.562554,0.527848832
Lactuca_floridana,N,2.666666667,486.9687776,18.29287542,41.62502869,99,0.700489751,114.0276059,,551.4908189,0.523958213
Hedeoma_drummondii,N,0.871527778,484.2587225,,20.98243668,99,0.570169244,507.8527727,,,0.523005023
Betula_alleghaniensis,N,4.229166667,439.6499995,15.16958997,34.47302553,7,0.260052045,160.4408333,0.239784574,76.19999994,0.522969902
Elymus_macgregorii,N,1.020833333,469.4031932,23.3635677,160.6280911,99,0.350661739,214.3295315,0.701138337,137.2968744,0.520145447
Erysimum_cheiranthoides,I,0.5,473.8499337,,0.57,99,0.1345,126.2088158,0.364028663,144.523857,0.518181818
Dicranopteris_linearis,N,38.33333333,,8.289477995,,99,0.419102947,31.34250003,,,0.5175
Nassella_viridula,N,1.881818182,469.9304044,,,99,0.23675,54.89286066,,73.70000002,0.517363388
Elymus_glaucus,N,3.833333333,463.5786772,32.98971607,,99,0.42102975,254.8392425,,380.2661405,0.5159749
Eupatorium_serotinum,N,3,458.3665802,27.31461583,22.6130829,99,0.634591029,183.8549396,0.700411598,285.6620612,0.51536058
Carex_filifolia,N,2.166666667,526.3071363,,,9,0.181971429,107.557439,,357.4757148,0.510912698
Lespedeza_repens,N,1.47037037,,39.10144532,6.239747607,99,0.476045964,106.6381304,0.453742954,535.8050628,0.508674063
Lespedeza_procumbens,N,1.672619048,,38.99907415,6.133322174,99,0.474893468,106.1669545,0.452435807,534.0122696,0.507132987
Amelanchier_alnifolia,N,4.05,,,,99,0.376066667,20.87559973,0.48,,0.503968254
Bromus_rubens,I,3.458333333,487.3554406,23.43579785,,99,0.652039594,375.0488422,0.632120679,8.425000009,0.503235293
Sorghastrum_secundum,N,4.833333333,526.259598,29.64989287,,99,0.463289233,243.1287242,0.823908503,410.2566937,0.502992932
Sorghastrum_elliottii,N,7.5,526.2595816,29.64988613,,99,0.463289159,243.1286583,0.823908342,410.2565091,0.502992816
Eupatorium_mohrii,N,1,456.5892738,26.58263761,19.33301795,99,0.621540798,174.9742135,0.680245151,275.4405098,0.500825973
Draba_nemorosa,N,0.5,,,,99,0.13435,271.5601557,,,0.5
Cirsium_discolor,N,3.75,489.71891,,24.98518393,99,0.434541024,281.8814146,,,0.499287285
Cirsium_horridulum,N,2.5,489.71891,,24.98518393,99,0.434541024,281.8814146,,,0.499287285
Cirsium_occidentale,N,9.875,489.71891,,24.98518393,99,0.434541024,281.8814146,,,0.499287285
Cirsium_undulatum,N,0.645833333,489.71891,,24.98518393,99,0.434541024,281.8814146,,,0.499287285
Symphyotrichum_adnatum,N,0.666666667,446.5357598,23.43088545,168.8295467,99,0.44333784,167.7276067,0.707777579,270.912393,0.497627336
Symphyotrichum_campestre,N,0.5,446.5357403,23.43087949,168.8293723,99,0.44333776,167.7275543,0.707777433,270.9122665,0.497627207
Symphyotrichum_lanceolatum,N,1.375,446.5357403,23.43087949,168.8293723,99,0.44333776,167.7275543,0.707777433,270.9122665,0.497627207
Symphyotrichum_prenanthoides,N,5,446.5357403,23.43087949,168.8293723,99,0.44333776,167.7275543,0.707777433,270.9122665,0.497627207
Amaranthus_retroflexus,N,0.5,,,0.313457321,99,0.134238333,181.4498878,0.251928662,,0.492098493
Pinus_jeffreyi,N,2,,27.60615544,,16,1.294833723,149.484263,,251.2499998,0.491597675
Cirsium_arvense,I,4.594444444,472.2349056,15.2,0.45462063,70,0.459230388,64,0.294068165,,0.490722754
Cerastium_arvense,N,1,413.7357728,22.50153097,64.74204759,16,0.188766667,91.58154987,0.578835373,,0.486326636
Artemisia_pattersonii,N,0.583333333,519.3818453,21.43529509,172.8987332,73,0.498427418,133.6518662,0.569461042,175.2633333,0.485351124
Cirsium_scariosum,N,1,488.9188862,,22.42378946,99,0.427002974,274.9196953,,,0.482802433
Quercus_rubra,N,3.070604396,414.1637307,12.6528152,25.79563837,26,0.428547825,45.41290113,0.409720956,91.43999992,0.482531601
Prunus_avium,I,1.033333333,,14.2686886,35.29493448,35,0.958079807,59.76960366,0.515,50.49999999,0.478190144
Ulmus_alata,N,1.605555556,,33.04116961,,99,1.074542414,367.7223749,,,0.476785523
Sporobolus_cryptandrus,N,0.961538462,455.1351057,27.83358253,0.558075492,99,0.834742394,29.09273808,0.3235,43.62091107,0.476
Descurainia_sophia,I,0.5,,,,99,0.1259,168.6505264,,,0.475
Heterotheca_canescens,N,2.638888889,430.564825,22.53902804,,99,0.354488675,142.8337328,,616.1738812,0.468436497
Dichanthelium_oligosanthes,N,2.708658009,461.3555056,29.33703615,4.616993922,99,0.255394952,347.0473951,0.491104229,,0.46705263
Dichanthium_annulatum,I,16.66666667,483.7399997,6.700000005,72.20000007,99,0.991274056,225.2099674,0.57021033,288.9279633,0.460988449
Bouteloua_gracilis,N,7.067896825,464.6456814,15.74252222,33.23132004,99,0.186332778,75.92242199,0.307265005,54.62699112,0.447182567
Quercus_virginiana,N,6.916666667,475.3506083,6.986079814,,99,0.358333333,12.14660453,,,0.442786517
Poa_annua,I,0.75,460.5300666,5.254285716,0.398704992,29,0.156036709,405.4357363,0.287832528,72.38713661,0.441433566
Juncus_bufonius,N,2.333333333,525.8289894,,1.466666667,99,0.090766667,292.3895144,0.594594595,,0.44
Potentilla_arguta,N,1.305555556,,6.805883002,52.37164809,99,0.356316667,41.51212247,,69.26580007,0.437293418
Erodium_cicutarium,I,3.259259259,326.4360432,11.47977949,17.54956087,99,0.1243,143.6689835,0.549608355,19,0.43626943
Hesperostipa_spartea,N,5.194444444,417.8948222,,,99,0.1487,141.6325042,0.455405332,,0.435171956
Koeleria_macrantha,N,2.322916667,431.6788102,8.541703813,33.95247945,53,0.172358083,155.6765057,0.522549002,421.9968715,0.43423927
Danthonia_compressa,N,1.714285714,,,,99,1.569863216,179.6514027,,,0.426961906
Psoralidium_tenuiflorum,N,1.347402597,,,,99,0.317631667,34.26262713,0.827467107,,0.426284493
Ambrosia_confertiflora,N,1.111111111,452.5570686,,,99,0.701413542,333.7366927,0.806577599,492.8206125,0.425894846
Ambrosia_grayi,N,2,452.5570686,,,99,0.701413542,333.7366927,0.806577599,492.8206125,0.425894846
Heterotheca_subaxillaris,N,20.33333333,423.6009794,20.715512,222.2960702,99,0.327002758,128.6938237,,554.1645672,0.425647543
Viburnum_dentatum,N,0.5,369.1436559,11.10687499,28.98988189,77,0.536528313,10.03550524,,,0.425640074
Cirsium_flodmanii,N,1.318333333,485.9823542,,14.71503755,99,0.398620806,248.5233721,0.824848591,,0.425139898
Acer_negundo,N,1.987254902,374.5020445,15.75965896,22.38572519,59,0.27562893,36.64732866,,146.2464268,0.424861704
Desmanthus_illinoensis,N,2.25,,,0.830932152,99,0.267166667,45.09036439,0.310372438,,0.423046991
Rosa_arkansana,N,2.722222222,527.4241501,,0.202533563,99,0.30555,41.52607137,,432.2572001,0.421153994
Elaeagnus_commutata,N,4.8125,425.9999999,29.5,,99,0.3984,23.39709557,,,0.415873016
Andropogon_gerardii,N,9.538219823,475.9250005,10.20522927,56.24864824,99,0.210827222,58.66182932,0.49494064,111.7726223,0.408045977
Ruellia_humilis,N,0.9015625,502.9075889,,0.532809291,99,0.431760513,18.40109591,0.340371153,,0.40803047
Plantago_patagonica,N,0.507142857,510.1939501,,,99,0.173233333,171.7781321,,,0.406666667
Juglans_nigra,N,2.15,415.3074856,15.93851539,24.51485411,31,1.015242159,15.7541604,,224.6376002,0.404393939
Chloris_verticillata,N,0.555555556,455.8437418,27.4742417,0.794280192,99,0.2094,74.40081707,0.384538532,,0.4036723
Elymus_villosus,N,4.611111111,404.6801671,14.115364,0.332671835,96,0.150376667,148.1719819,0.2471782,29.35086021,0.403540218
Schizachyrium_scoparium,N,7.157712944,442.3941424,13.22140093,39.15986293,99,0.265647284,82.2454316,0.393598422,67.59333333,0.403212551
Geum_aleppicum,N,0.75,,,27.34805351,99,0.386275581,,,,0.398660725
Phleum_alpinum,N,0.75,420.9231656,9.103855651,46.58940532,70,0.247775709,73.34999997,0.577974869,63.44163565,0.398500373
Pinus_ponderosa,N,15.5,490.7508901,7.386978466,143.2347476,27,1.058867531,32.77948688,0.426666667,79.39499999,0.397453547
Symphyotrichum_ascendens,N,0.5,409.8944472,13.77480508,29.75682377,99,0.482135033,52.65214323,0.53549236,238.5861919,0.393321421
Artemisia_scopulorum,N,1.972222222,518.1769024,18.02544276,115.0736147,61,0.5016553,113.2326012,0.368176867,16.74999999,0.393003427
Chamaecrista_nictitans,N,2.541287879,,,17.59606836,99,0.519531432,284.0213653,0.447200444,0.671172882,0.391895503
Polygonum_douglasii,N,0.5,455.2310947,7.452726967,61.08248655,88,0.721033416,85.28165681,0.411512224,79.58995409,0.3911105
Diervilla_lonicera,N,2.066666667,438.0000005,14.07375,,99,2.65187126,74.83107703,,,0.39
Lonicera_bella,I,6.416666667,450.0000002,11.49999999,,99,2.189955186,48.59999997,,,0.39
Elymus_elymoides,N,2.533333333,412.6824185,9.224231566,40.50725519,99,0.270584666,21.23161493,0.328333333,37.87500004,0.387230769
Berberis_thunbergii,I,8.225,400.0028153,19.37777777,9.029523757,77,0.287571867,31.14075201,,279.9999998,0.386632559
Deschampsia_flexuosa,N,8,460.2143147,9.130207736,35.19447507,67,0.353740027,111.0533334,0.357471274,413.5175352,0.379845259
Trichophorum_cespitosum,N,4.3125,458.1000002,4.399999995,104.1136363,1,0.425,35.46999996,0.210945366,0.1,0.379823155
Salvia_azurea,N,2.166666667,453.4843864,,0.696257844,99,0.340241273,40.00908811,0.399958129,,0.376715167
Monarda_citriodora,N,0.541666667,468.8810525,,6.216390581,99,0.476460365,273.4766602,,,0.376259996
Fragaria_virginiana,N,4.422853536,,,0.587688064,46,0.278126667,160.5788724,0.703512221,10.24999999,0.375234402
Hesperostipa_comata,N,4.891666667,330.3142547,9.980448983,50.44145146,99,0.02,25.97628742,0.475,110.7999999,0.371
Viburnum_edule,N,1,427,13.79999999,,99,1.978874566,11.59999999,,,0.37
Lonicera_involucrata,N,1,456.9999999,11.70000001,,38,2.16813586,41.2,,49.99999996,0.37
Symphyotrichum_ciliolatum,N,4,413.9410386,23.81975987,65.23144208,99,0.1754,111.1369354,0.824368978,380.7552059,0.364705882
Vaccinium_corymbosum,N,3.558823529,,31.69004474,34.15556179,99,0.135139631,307.4586451,,595.6985193,0.363430389
Polygonum_virginianum,N,3.814546131,470.2569698,21.2866012,83.80524096,70,0.15299,176.832202,0.216074608,88.15400584,0.363164424
Artemisia_frigida,N,1.256944444,470.0874999,14.164,30.24875003,53,0.225057698,41.59806795,0.450902268,71.14557341,0.362103739
Lonicera_canadensis,N,18.03846154,430.0000004,11.79999999,,99,,21.90000001,,,0.36
Bromus_ciliatus,N,1,409.9353788,9.297675485,44.09009321,99,0.59093805,66.96317914,0.660671506,132.2918451,0.359402704
Silene_latifolia,I,3,508.9064227,,0.984987788,99,0.1789,136.6629084,0.597242379,,0.359388646
Bouteloua_eriopoda,N,6.255055361,,5.900000005,,99,0.823378028,21.06300001,0.075,72.86249995,0.3575
Viola_adunca,N,0.5,432.771554,,,99,0.27481,86.84283267,,,0.357352941
Poa_cusickii,N,0.5,528.9835113,,,99,0.1684,134.2380046,,,0.35709192
Vernonia_baldwinii,N,1.910294118,471.8683311,,1.053284366,99,0.331826667,46.83573111,0.497356356,234.8484002,0.356699249
Aristida_purpurea,N,4.72915873,370.8731842,6.528089636,34.32168507,99,0.2614,43.63699622,0.366204139,79.23672007,0.356693928
Fragaria_vesca,N,2.375,527.4804456,,1.53809524,45,0.1112,312.2441806,0.573001876,265.4438184,0.351086957
Artemisia_campestris,N,0.75,439.7811129,9.064339992,32.57374783,50,0.366195491,52.76693917,0.547920434,368.1165132,0.350006801
Euphorbia_corollata,N,0.875,,,,99,0.3749,25.89921179,,101.17,0.35
Machaeranthera_pinnatifida,N,1.427083333,473.8811927,19.00709303,259.5045962,99,0.751068187,110.2302528,0.448044271,175.0051781,0.345894711
Echinacea_angustifolia,N,1.096153846,393.5032118,,1.05053418,99,0.276467778,87.81649293,0.494408663,,0.343163415
Polygonum_viviparum,N,0.813333333,,10.85,,18,0.255,722.6469665,0.307266593,3.757200003,0.342341569
Munroa_squarrosa,N,0.5,529.1624067,9.399450411,56.29716457,99,1.884076105,113.6706219,0.324485581,443.2017278,0.342045569
Hordeum_murinum,I,21.59722223,430.9568728,22.96580064,116.7444969,99,0.217582152,204.9930273,0.28956326,5.816666672,0.338959103
Symphyotrichum_patens,N,2.6,406.258317,10.79895247,5.969609336,99,0.376594867,78.17074023,0.521056938,84.8538177,0.338157132
Symphoricarpos_occidentalis,N,4.961507937,,,,99,0.302883333,49.10063537,,,0.337326723
Comandra_umbellata,N,1.329761905,,,,99,0.321385714,31.36179278,,,0.334821433
Polygonum_alpinum,N,1.333333333,,25.25668872,,7,0.696487728,,0.544610065,53.70395907,0.33406749
Penstemon_cobaea,N,0.5625,512.7882518,,0.344645972,99,0.421628889,24.75990346,0.23326732,82.8950823,0.331151488
Rumex_crispus,I,5.5,466.2843449,3.23742857,2.918750001,76,0.17924,145.3615285,0.500519027,,0.330035336
Lonicera_tatarica,I,0.5,445.4999996,15.925,,36,2.114260597,49.87500004,,,0.33
Lonicera_morrowii,I,0.5,442.9999998,12.4,,97,2.161645937,46.79999999,,,0.33
Senna_marilandica,N,0.5,,,0.345736246,99,0.327888333,51.81253437,0.255538913,,0.329594691
Geranium_molle,I,3.602564103,462.6181002,24.66664852,0.435203001,99,0.112466667,289.9024476,0.288286877,,0.329104478
Panicum_virgatum,N,4.505,489.12314,16.85171284,41.12476176,99,0.228444722,90.38163366,0.353602213,183.2101706,0.32898758
Eclipta_prostrata,N,3,401.5999999,10.35,38.80193234,99,0.487,30.59999997,0.584251162,,0.328471392
Pinus_taeda,N,3.150666667,516.8,4.841116189,80.2942687,54,0.653543015,11.77794644,0.228455777,178.5866666,0.327857156
Apocynum_cannabinum,N,4.972222222,,23.55223416,0.361760077,99,0.304732222,54.03916378,0.26399554,568.355717,0.326740067
Symphyotrichum_oblongifolium,N,3.560964912,386.85833,8.170944535,0.808277211,99,0.314932222,44.79630212,0.442777037,48.91000002,0.324153605
Acer_rubrum,N,3.578085436,395.2707948,10.34069274,29.70484441,12,0.470444444,37.35857085,0.388295918,156.6399998,0.322402685
Asclepias_viridis,N,0.75,,15.08460574,1.146450714,99,0.36446,41.5711192,0.511032351,205.8846342,0.320746666
Packera_paupercula,N,1,451.0413736,37.27056379,1.172540569,99,0.472546593,43.41481629,0.411755676,650.3663252,0.320721015
Lespedeza_stuevei,N,2.166666667,525.1616366,30.86843312,0.648592745,99,0.335620798,57.65200923,0.298413309,399.7851237,0.319592864
Verbesina_alternifolia,N,5.84,490.4994351,,0.825707667,99,0.450266667,30.29138382,0.447052648,,0.31797855
Capsella_bursa-pastoris,I,0.5,477.5350079,31.45658583,0.119114568,99,0.134866667,266.022722,0.294638074,330.3686265,0.316666667
Galium_boreale,N,2.15462963,,31.13573827,3.292000003,47,0.1779,172.8382765,0.767008387,100,0.315984509
Solidago_ulmifolia,N,2.75,381.1242719,10.03021573,0.472756442,99,0.309087143,45.686088,0.315328647,74.45525446,0.315145349
Baptisia_australis,N,3.25,523.5112094,,0.424740029,99,0.341488333,38.02265955,0.294665832,,0.313017101
Penstemon_tubaeflorus,N,1,523.4712492,,0.226002865,99,0.201666667,114.0053011,0.179213259,93.41524622,0.312844037
Sphaeralcea_coccinea,N,1.2890625,,,,99,0.3163,65.58396995,,120.6000001,0.312666667
Bouteloua_curtipendula,N,8.88458869,385.4800033,15.3076481,34.85460425,99,0.211506333,126.6542673,0.418103269,,0.311237007
