Plot,PC1,PC2,PC3,,plotStatus
450,8.295071989,-0.916402956,-1.215344253,,Not Invaded
451,7.13281453,0.493613518,-2.183545965,,Not Invaded
452,9.99987332,0.366573418,-1.890966957,,Not Invaded
453,9.226591752,-0.081789651,-2.24409438,,Not Invaded
454,8.360069082,-0.237603017,-2.351762954,,Not Invaded
455,8.205804817,0.643463731,-1.665207499,,Not Invaded
456,4.276707414,-9.313134345,-0.802571091,,Not Invaded
457,3.691024973,-9.62529461,1.019984127,,Not Invaded
458,4.614402434,-11.00323594,-0.748877123,,Not Invaded
459,3.169727646,-10.38514588,-1.356288374,,Not Invaded
460,4.545410842,-9.177485861,-2.616157507,,Not Invaded
461,2.327029676,2.173733563,0.280519748,,Not Invaded
462,5.638963024,2.648251787,1.26187766,,Not Invaded
463,4.737213067,2.514956668,1.018086522,,Not Invaded
464,5.820349356,2.456516362,-0.580742961,,Not Invaded
465,6.081993067,2.337950895,-0.736873193,,Not Invaded
466,11.21700908,2.061154887,0.97969007,,Not Invaded
467,11.64834451,0.848790005,0.964805995,,Not Invaded
468,4.115968368,2.450463159,0.341317922,,Not Invaded
469,6.766876253,2.841673949,1.311766617,,Not Invaded
470,10.55624081,2.954410292,2.697424909,,Not Invaded
471,11.11670581,2.2417509,1.662315369,,Not Invaded
472,3.942118875,1.968621921,-0.739996573,,Not Invaded
473,7.329197323,1.839339262,-0.215715885,,Not Invaded
474,9.091735419,2.207878909,-0.029266992,,Not Invaded
475,11.91588096,1.325509987,0.718816223,,Not Invaded
476,3.433497375,2.193165614,-0.704766793,,Not Invaded
477,6.74116687,2.377892772,-0.782909279,,Not Invaded
478,10.47362566,2.77619552,0.07748802,,Not Invaded
479,11.00502488,1.944252741,-0.183981673,,Not Invaded
480,3.51899769,1.977217048,0.309704247,,Not Invaded
481,6.067174571,2.261079666,-0.474334227,,Not Invaded
482,9.839636919,1.832801579,1.217633951,,Not Invaded
483,9.224594311,1.708225916,1.190333555,,Not Invaded
484,5.083667089,2.084344725,-0.480776775,,Not Invaded
485,6.609685168,2.06334306,-0.787837216,,Not Invaded
486,11.51228823,1.135508961,0.872360552,,Not Invaded
487,2.718379808,1.638795597,-0.446351593,,Not Invaded
488,1.00250161,2.047191825,1.007925192,,Not Invaded
489,2.427952807,2.314340266,1.4180035,,Not Invaded
490,1.667814306,2.804887918,1.240357681,,Not Invaded
491,-0.347491398,2.259263685,0.73811733,,Not Invaded
492,2.197844013,2.979440715,1.073547543,,Not Invaded
493,3.068658225,0.08177998,8.576627372,,Not Invaded
494,0.349497307,2.424041622,0.914482925,,Not Invaded
495,2.551379503,2.706109527,1.519102681,,Not Invaded
496,4.171943869,-1.232051291,8.586169415,,Not Invaded
497,-0.688341147,2.230928525,0.83085977,,Not Invaded
498,3.829584876,-0.691404952,8.700090824,,Not Invaded
499,-6.649075607,-0.301680103,-0.148761238,,Not Invaded
500,-4.517136909,0.230340924,-0.048012367,,Not Invaded
501,-6.885212516,-0.42935665,-0.196393865,,Not Invaded
502,-4.748071831,0.206082773,0.012941638,,Not Invaded
503,-6.707673462,-0.353056437,-0.142005562,,Not Invaded
504,-5.188490892,0.11170255,0.024465017,,Not Invaded
505,-5.135396184,0.066961443,0.004016633,,Not Invaded
506,-6.452276161,-0.255055173,-0.137120316,,Not Invaded
507,-0.671166417,0.652988347,0.282299592,,Not Invaded
508,-0.411242651,0.722742321,-0.223659988,,Not Invaded
509,2.042948198,1.43647172,0.541570518,,Not Invaded
510,3.894720037,0.940900578,1.063964448,,Not Invaded
511,3.935355294,0.831387878,-0.377349517,,Not Invaded
512,2.480623164,1.592568072,0.675499142,,Not Invaded
513,-0.300394114,0.923448817,0.017062634,,Not Invaded
514,2.011591697,0.778760411,-1.197264124,,Not Invaded
515,1.359820904,0.663862136,-0.610231854,,Not Invaded
516,8.600743824,-4.789129143,-4.589635579,,Not Invaded
517,2.325036522,1.468708373,-0.809445882,,Not Invaded
518,8.060892653,-6.230541367,-3.751626258,,Not Invaded
519,1.061165119,0.795807181,-1.215149804,,Not Invaded
520,6.527136277,-6.659046267,0.187294652,,Not Invaded
521,4.234240312,1.387491307,-1.925623199,,Not Invaded
522,9.443021424,-4.894582614,-2.335858825,,Not Invaded
523,4.527375298,1.415751127,0.420066046,,Not Invaded
524,4.306079797,-3.646743385,-1.362353553,,Not Invaded
525,-4.960550012,-0.099166016,-0.298943113,,Not Invaded
526,-7.206659351,-0.522142692,-0.281961701,,Not Invaded
527,-6.317125611,-0.337182156,-0.42638427,,Not Invaded
528,0.999529254,-3.736337987,2.875626464,,Not Invaded
529,3.63253442,1.700747705,-0.090642339,,Not Invaded
530,6.132162382,2.131262147,-0.169196547,,Not Invaded
531,7.478982643,1.757896969,0.143124414,,Not Invaded
532,-3.862195878,0.319415046,-0.205605264,,Not Invaded
533,-3.718596129,0.666279392,-0.249942757,,Not Invaded
534,-0.755074617,-2.040327762,-0.866714921,,Not Invaded
535,-3.012248362,0.780214065,-0.208244483,,Not Invaded
536,9.077553199,0.104942062,-0.742289852,,Not Invaded
537,8.230694448,1.292406397,-1.492522896,,Not Invaded
538,6.854819451,1.296958709,-0.859750027,,Not Invaded
539,10.48112989,-0.317763185,0.237466847,,Not Invaded
540,6.181345262,-6.195318319,-3.065167633,,Not Invaded
541,6.339480828,1.577765206,-1.770288856,,Not Invaded
542,7.400160411,-5.417808738,-1.970806827,,Not Invaded
543,4.544589493,1.459856096,-2.589572875,,Not Invaded
544,12.16329155,-4.056146639,-4.954052755,,Not Invaded
545,3.927589121,0.882426317,-1.865070934,,Not Invaded
546,9.716915673,-3.687833395,-1.734703288,,Not Invaded
547,7.704761478,-0.662887676,-1.242062868,,Not Invaded
548,7.746563502,1.264839317,-1.354902902,,Not Invaded
549,-4.068940969,-0.341218882,0.849018818,,Not Invaded
550,-3.226571175,-0.256072299,0.530034994,,Not Invaded
551,-3.146842239,0.151094275,0.951851895,,Not Invaded
552,-6.818079232,-1.033363384,-0.364477814,,Not Invaded
553,-6.127438305,-0.973815784,-0.236661675,,Not Invaded
554,-5.412970858,-1.048378943,-0.362182743,,Not Invaded
555,-5.948524938,-0.970495128,-0.209219167,,Not Invaded
556,-7.096349442,-0.556948389,-0.245259643,,Not Invaded
557,-5.219210265,0.119305015,-0.082634247,,Not Invaded
558,-6.135530331,-0.352671124,-0.192837278,,Not Invaded
559,-6.641963633,-0.465441767,-0.228700466,,Not Invaded
560,-6.424386652,-0.386033341,-0.19980706,,Not Invaded
561,-3.576603647,0.362853053,-0.466768279,,Not Invaded
562,3.235175158,0.386168532,-2.164978995,,Not Invaded
563,8.870949933,-1.90412759,-2.80118145,,Not Invaded
564,8.506334624,0.083763028,-1.204572509,,Not Invaded
565,1.501314418,-8.592720383,-0.653202486,,Not Invaded
566,2.931294731,-10.97657784,-0.027800629,,Not Invaded
567,1.986202789,-8.862571464,-0.787988741,,Not Invaded
568,6.348395493,-1.829282387,-1.277134633,,Not Invaded
569,3.601288745,-1.116059671,-1.856482861,,Not Invaded
570,8.389993956,-0.357552124,-1.177954712,,Not Invaded
571,1.352175234,0.119453455,-1.162823138,,Not Invaded
572,-6.394162178,-0.776279434,-0.53688426,,Not Invaded
573,-5.330528733,-0.130306404,-0.368575994,,Not Invaded
574,-5.310371782,-0.215828565,-0.463153161,,Not Invaded
575,-6.035199938,-0.508063828,-0.514434267,,Not Invaded
576,-6.540557686,-0.947734436,-0.576161849,,Not Invaded
577,-3.868217062,0.587645111,-0.087756729,,Not Invaded
578,-1.487697821,1.001362922,-0.142849288,,Not Invaded
579,-2.400322686,0.780157051,-0.51083561,,Not Invaded
580,3.088210554,1.408312322,-0.548003953,,Not Invaded
581,4.87050381,1.267025184,-0.971335599,,Not Invaded
582,5.69388111,0.943005328,-0.472690933,,Not Invaded
583,12.57594041,1.543428983,-0.763294878,,Not Invaded
584,1.740413659,1.276172294,0.001976771,,Not Invaded
585,4.847905231,2.114432326,0.595348965,,Not Invaded
586,6.601650806,2.209045047,1.086102026,,Not Invaded
587,5.402353327,1.719267234,-0.152459018,,Not Invaded
588,7.245780843,1.182462299,-0.146043201,,Not Invaded
589,-1.712556534,-1.149394556,1.13392789,,Not Invaded
590,-2.459338864,-1.575946749,0.836076021,,Not Invaded
591,-1.534010985,-2.072121291,0.892566883,,Not Invaded
592,4.70332721,-11.08800059,1.241166925,,Not Invaded
