plotID,Year,Status,pcentCover,rootC_cwm,rootN_cwm,CNratio_cwm,MI_cwm,diameter_cwm,SRL_cwm,RMF_cwm,RD_cwm,RTD_cwm
HARV_004,2021,N,147.5,427.0806744,10.29840493,40.0804567,45.47185074,0.389988102,57.85069107,0.451912391,79.60271693,0.37139518
HARV_004,2021,NI,0.5,407.3703003,15.67776217,30.02657701,40.19493179,0.216138889,146.9605041,0.278645086,9.666666663,0.228042328
HARV_005,2021,N,55.075,437.7934767,9.438376014,40.90305092,65.03208568,0.351311479,95.05162475,0.310548832,57.39729848,0.315456009
HARV_005,2021,NI,0.5,407.3703003,15.67776217,30.02657701,40.19493179,0.216138889,146.9605041,0.278645086,9.666666663,0.228042328
HARV_013,2021,N,70.7,422.7279852,8.069023774,28.42453088,32.34958609,0.44766885,52.25760701,0.357353865,77.22143375,0.265681644
HARV_021,2021,N,16.70833333,435.211281,8.003949974,26.8322526,63.31210305,0.294881391,76.01589699,0.307875203,47.66496635,0.38724745
HARV_033,2021,N,19.54166667,408.5255949,11.23119423,104.5780192,58.22978101,0.488969099,32.30240373,0.396746607,86.04582539,0.374718591
HARV_034,2021,N,19.35,453.2560599,8.307207504,18.02699751,21.32283609,0.491611072,31.79658386,0.296973838,70.65770653,0.220723866
HARV_035,2021,N,8,403.7228751,9.980213832,20.5884974,21.78645173,0.504348137,56.33640712,0.386931973,107.3388836,0.355370636
HEAL_001,2021,N,92.1,491.6759118,14.86251382,80.3813082,18.50190225,0.645943924,323.4661973,0.246648286,20.04480124,0.154752377
HEAL_004,2021,N,134.4166667,474.2720587,12.26865305,137.8407342,23.28499754,0.458916382,127.1089115,0.300614723,23.33882963,0.372927754
HEAL_004,2021,NI,0.5,425.1728292,9.361865125,26.13972751,48.14285716,0.170159873,323.5329443,0.520721456,11.9044768,0.107208566
HEAL_005,2021,N,60.01666667,480.5792755,13.282991,62.32826541,34.59415236,0.484336409,307.8149423,0.302638542,16.73781761,0.333513396
HEAL_010,2021,N,81.125,480.3216826,12.55262675,558.5213238,29.03630145,0.34601109,138.7954139,0.298513692,29.37073351,0.407180571
HEAL_010,2021,NI,0.5,425.1728292,9.361865125,26.13972751,48.14285716,0.170159873,323.5329443,0.520721456,11.9044768,0.107208566
HEAL_011,2021,N,57.83333334,483.812787,14.4636694,97.07424751,35.57374085,0.511137084,361.5273502,0.294614261,17.26560335,0.274165882
HEAL_025,2021,N,181.9333333,445.3523412,14.42722751,719.8696815,37.98202268,0.308157403,139.294266,0.42755075,30.41206761,0.962584269
HEAL_025,2021,NI,0.5,425.1728292,9.361865125,26.13972751,48.14285716,0.170159873,323.5329443,0.520721456,11.9044768,0.107208566
HEAL_045,2021,N,48.81666666,481.4248405,13.51495789,65.45329372,27.2073769,0.582541946,370.0905025,0.256201891,18.24327428,0.211627361
HEAL_046,2021,N,74.85833333,459.4142924,15.52116253,73.73329935,40.38181049,0.548609422,381.4555434,0.37196148,15.96368835,0.594741781
HEAL_047,2021,N,88.25,449.1689642,11.22393311,47.1178469,42.06563306,0.347042837,211.145923,0.406968417,15.93128995,0.733300585
KONZ_001,2021,N,49.34166667,414.5303207,14.35279927,34.94605023,124.3503026,0.254906049,62.0507076,0.43921461,132.1350788,0.324167772
KONZ_002,2021,I,1.5,348.7811971,4.980316706,0.194682769,59.3225,0.17474,64.16458056,0.449561797,53.35699149,0.347258062
KONZ_002,2021,N,85.30833333,404.7400797,11.62944125,20.78417206,96.05027614,0.279829375,66.90853957,0.45260617,171.4354928,0.316008542
KONZ_002,2021,NI,4.25,385.0082321,15.077975,20.6399817,22.07052667,0.36,134.9999998,0.209855286,29.08552838,0.08
KONZ_003,2021,I,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
KONZ_003,2021,N,122.8583333,420.016561,12.24066359,28.96034388,77.69798999,0.368743844,58.40125676,0.343430485,84.50907352,0.240765103
KONZ_003,2021,NI,3.625,386.5652743,15.60000404,24.72383893,26.60486015,0.344098216,141.2497337,0.254600272,29.32614516,0.092103179
KONZ_004,2021,N,66.14047619,399.4682819,11.86886022,23.1507812,93.57895464,0.279243518,73.53354337,0.460741893,134.7252778,0.27763969
KONZ_005,2021,I,0.5,356.8889333,4.29333333,0.231309316,59.99999995,0.248542802,39.28666666,0.331666667,30.47964521,0.316192185
KONZ_005,2021,N,157.3833333,392.2353808,12.10651628,10.51051064,51.04663793,0.294426107,88.69318504,0.334502212,72.84171637,0.237283303
KONZ_005,2021,NI,5.625,385.0082321,15.077975,20.6399817,22.07052667,0.36,134.9999998,0.209855286,29.08552838,0.08
KONZ_024,2021,N,96.00833334,422.2926277,10.49263763,38.67856373,98.04834747,0.31372691,64.91145578,0.456280497,119.0117863,0.312092872
KONZ_042,2021,N,96.81666666,410.3194601,13.92934147,24.1615671,100.4636574,0.299284065,65.79458662,0.386008846,106.0240646,0.286426153
KONZ_043,2021,I,0.5,379.0043796,25.11389488,7.110976673,65.9875,0.24492343,200.6893466,0.2386439,0.125,0.105696982
KONZ_043,2021,N,128.1416667,408.8269807,10.00319264,22.86516083,75.96291697,0.328327242,62.38686792,0.470185237,125.9701314,0.249425164
KONZ_043,2021,NI,0.5,396.2967877,18.86268555,50.24794662,54.94444438,0.244712065,180.3105703,0.534256431,30.83000002,0.16774805
KONZ_045,2021,N,111.0583333,403.7407733,10.90831355,18.97377228,71.20322095,0.353490692,63.32890833,0.399663094,126.6119642,0.224645346
NIWO_001,2021,N,28.15,422.0179706,13.3003854,27.97615305,4.183624737,0.379235663,58.03446605,0.418816989,31.69395132,0.567052241
NIWO_002,2021,N,19.66666667,486.1130071,8.876709829,94.23356682,23.32136744,0.67725895,41.63195379,0.352558649,57.18893892,0.222912035
NIWO_003,2021,N,48.15833333,364.8736732,6.104763117,8.642607709,25.67577549,0.194330488,39.65170436,0.621119832,37.86935087,1.445702103
NIWO_004,2021,N,79.25,464.6936493,7.142513768,65.0161598,19.84094169,0.300388491,51.16626279,0.43139099,54.03350723,0.389234283
NIWO_004,2021,NI,0.5,396.2967877,18.86268555,50.24794662,54.94444438,0.244712065,180.3105703,0.534256431,30.83000002,0.16774805
NIWO_005,2021,N,106.7083333,475.7497738,18.45086959,71.02963962,11.61134034,0.694209233,60.7140004,0.245745908,51.59495233,0.258130132
NIWO_006,2021,N,42.39166667,385.9553477,9.859670668,20.94910361,35.66297353,0.234325133,100.027404,0.477342215,34.61273075,0.704023154
NIWO_040,2021,N,58.5,465.0307502,10.12651413,65.47093539,11.77221932,0.323645904,56.98149066,0.417959809,60.02899465,0.340607622
NIWO_041,2021,N,182.6666667,465.7041872,21.76466219,61.98089378,19.60487181,0.83500728,53.64785697,0.184739851,44.19133283,0.319107441
NIWO_041,2021,NI,0.5,396.2967877,18.86268555,50.24794662,54.94444438,0.244712065,180.3105703,0.534256431,30.83000002,0.16774805
NIWO_042,2021,N,147.1333333,465.3164746,22.07164056,63.58807027,14.68827369,0.855849093,48.24549301,0.182482202,42.49533656,0.344193855
ONAQ_002,2021,I,0.5,NA,NA,NA,32.14285714,NA,NA,NA,NA,NA
ONAQ_002,2021,N,8.916666667,469.4806293,14.7713593,40.74745153,40.90772768,0.422458297,74.08296202,0.343140885,105.7539158,0.172082437
ONAQ_004,2021,I,0.5,NA,NA,NA,32.14285714,NA,NA,NA,NA,NA
ONAQ_004,2021,N,8.5,481.4899203,15.4550459,42.3850718,31.57229705,0.45237734,77.20666482,0.337049707,113.0042746,0.156915668
ONAQ_005,2021,I,0.5,NA,NA,NA,32.14285714,NA,NA,NA,NA,NA
ONAQ_005,2021,N,10.25,427.9420465,4.203982383,3.268148995,69.09348071,0.193853928,68.82932958,0.208042488,73.11724254,0.630896951
ONAQ_008,2021,I,1,416.2256623,7.006735799,59.40364732,36.65966388,0.456899162,31.204343,0.425,58.25473782,0.127695337
ONAQ_008,2021,N,64.5,519.0636029,13.63461898,254.2736765,42.78544807,0.538184166,46.39344054,0.29483597,132.271514,0.319441422
ONAQ_010,2021,I,1,416.2256623,7.006735799,59.40364732,36.65966388,0.456899162,31.204343,0.425,58.25473782,0.127695337
ONAQ_010,2021,N,6.75,426.0467628,11.99825,18.62132646,46.40918026,0.256795875,98.42217418,0.33382895,37.45519631,0.193936857
ONAQ_041,2021,I,1,416.2256623,7.006735799,59.40364732,36.65966388,0.456899162,31.204343,0.425,58.25473782,0.127695337
ONAQ_041,2021,N,11,489.0811089,16.09050655,44.97095651,28.38881791,0.471810827,78.31068701,0.329920635,119.6178572,0.142335117
ONAQ_042,2021,I,1,416.2256623,7.006735799,59.40364732,36.65966388,0.456899162,31.204343,0.425,58.25473782,0.127695337
ONAQ_042,2021,N,14.5,490.0360925,16.17633499,45.02675278,26.86226716,0.47518687,79.02417541,0.329940476,120.639643,0.139273921
ONAQ_043,2021,I,0.5,NA,NA,NA,32.14285714,NA,NA,NA,NA,NA
ONAQ_043,2021,N,17.16666667,490.5645786,16.22383228,45.05763033,26.01747694,0.477055166,79.4190185,0.329951456,121.2050972,0.137579861
ORNL_001,2021,I,1,430.0000004,8.900000007,1.077260586,12.04858295,2.84,55.29999996,0.158826687,5.480393758,0.26
ORNL_001,2021,N,68.21666667,454.5028699,9.397289161,50.15869071,50.66221935,0.431018755,31.70017549,0.421752462,248.0645741,0.240423026
ORNL_002,2021,I,1,442.9999999,26.05000001,228.6350397,50.9684855,0.45200085,47.70000002,0.302646556,232.5451851,0.23
ORNL_002,2021,N,26.95833333,435.8031338,11.3537298,38.39239992,82.88395913,0.715965247,25.55575416,0.503987608,365.3750768,0.247006591
ORNL_003,2021,I,1.7,430.0000004,8.900000007,1.077260586,12.04858295,2.84,55.29999996,0.158826687,5.480393758,0.26
ORNL_003,2021,N,62.75,436.8740688,12.95680941,73.1926727,48.19186003,0.535393172,47.75946728,0.426562397,217.3846198,0.247292013
ORNL_004,2021,N,17.95833333,422.532526,11.62205483,30.51703061,47.04016435,0.40608972,73.21400838,0.414755676,117.5962636,0.335167139
ORNL_006,2021,I,2,451.8749507,9.355031265,7.393309205,20.0481012,2.334045704,64.7904732,0.134913902,4.57322842,0.218614208
ORNL_006,2021,N,58.75,417.3105403,11.1124246,25.76578358,45.45562675,0.413875084,56.52663862,0.447908985,137.4852263,0.290302704
ORNL_027,2021,I,17.43333333,400.7627046,11.56038125,19.2789597,57.56608441,0.712496361,52.34888337,0.681139487,301.8248911,0.37881811
ORNL_027,2021,N,86.26666666,446.4423629,16.35365401,27.96935887,56.12987008,0.458540954,66.52842907,0.456727853,641.9882777,0.230475011
ORNL_046,2021,I,1,NA,NA,NA,40,NA,NA,NA,NA,NA
ORNL_046,2021,N,29.75,421.2547622,9.88430394,34.977396,66.98146257,0.445569482,30.95378534,0.453320783,196.9297314,0.310783039
ORNL_049,2021,I,1.333333333,430.0000004,8.900000007,1.077260586,12.04858295,2.84,55.29999996,0.158826687,5.480393758,0.26
ORNL_049,2021,N,51.925,420.8469113,10.01421936,28.81794518,51.02347979,0.461036107,53.88025439,0.413863989,154.4493615,0.301678459
ORNL_053,2021,I,0.5,430.0000004,8.900000007,1.077260586,12.04858295,2.84,55.29999996,0.158826687,5.480393758,0.26
ORNL_053,2021,N,48.5,443.5080769,12.29913027,41.385025,51.55555189,0.457525368,57.74111923,0.413994928,210.0658617,0.240359397
OSBS_001,2021,N,85.45833334,507.0179252,11.29425499,69.40070502,82.6786751,0.403022461,28.75959714,0.168242825,61.02746835,0.172333485
OSBS_002,2021,N,75.48333334,395.3685437,8.214699721,56.60292833,106.3072691,0.340446822,39.14941552,0.4030107,106.0846265,0.391751413
OSBS_003,2021,N,118.9166667,377.7548914,4.848944763,12.63604095,37.46557679,0.342836313,21.8278816,0.633503295,127.1896138,0.723186341
OSBS_004,2021,N,87.75,442.0587715,8.056683911,299.4466837,93.71800449,0.366272528,34.42305006,0.450488558,162.3269202,0.404348549
OSBS_005,2021,N,119.6666667,409.843272,9.343716337,16.61856978,79.69014223,0.508544406,41.32618698,0.23680818,39.82586156,0.155062349
OSBS_026,2021,N,83.25,403.8272781,7.9072362,17.50944263,104.3608514,0.298132042,69.63878533,0.357968693,78.00483801,0.326838028
OSBS_027,2021,N,73.775,413.9217635,9.44952981,39.13538612,74.69301722,0.357203905,31.98174627,0.485703842,141.2545339,0.453244721
OSBS_029,2021,N,20.76666667,411.7874228,6.95730384,19.34042223,88.69100628,0.436471252,32.72641978,0.42515057,91.96141937,0.372392447
OSBS_063,2021,N,69.83333333,430.0564198,14.62196623,26.51596541,78.66852966,0.505153749,34.49633459,0.294856105,181.6089795,0.192845634
PUUM_004,2021,N,123.75,494.6351822,10.86600264,47.62055649,52.42074626,0.476305561,36.04175871,0.168265348,22.74536872,0.135009871
PUUM_006,2021,N,57.24166667,494.6351822,10.73411978,47.62055649,52.42074626,0.476305561,36.04175871,0.168265348,22.74536872,0.135009871
PUUM_007,2021,N,48.11666667,NA,10.52916667,NA,NA,NA,NA,NA,NA,NA
PUUM_010,2021,N,52.5,494.6351822,10.82429914,47.62055649,52.42074626,0.476305561,36.04175871,0.168265348,22.74536872,0.135009871
PUUM_014,2021,N,59.25,494.6351822,10.75051602,47.62055649,52.42074626,0.476305561,36.04175871,0.168265348,22.74536872,0.135009871
PUUM_015,2021,N,40.11666667,494.6351822,10.76393114,47.62055649,52.42074626,0.476305561,36.04175871,0.168265348,22.74536872,0.135009871
PUUM_034,2021,N,67.3,480.7543123,10.53949003,42.08340462,45.38603628,0.427272263,40.08944052,0.220161333,23.20268434,0.214613301
PUUM_042,2021,N,53.16666667,494.6351822,10.69312915,47.62055649,52.42074626,0.476305561,36.04175871,0.168265348,22.74536872,0.135009871
SCBI_003,2021,I,25.75,407.0761288,16.14269106,7.598009646,36.96115809,0.178626916,409.3321419,0.308522327,29.0556906,0.458367054
SCBI_003,2021,N,108.0666667,432.8983771,16.64165251,25.72436163,54.54796581,0.586493697,28.69186853,0.442592193,585.0031175,0.274268365
SCBI_004,2021,I,116,389.5384243,15.50409521,21.38273039,77.89731949,0.354437861,46.96199716,0.522174323,78.2880786,1.024969599
SCBI_004,2021,N,81.525,437.8123411,20.40835025,22.32588832,55.53795159,0.62477879,45.58314355,0.616338777,1341.901066,0.19014108
SCBI_004,2021,NI,2.625,NA,NA,NA,NA,NA,NA,NA,NA,NA
SCBI_005,2021,I,71.9,485.9842796,12.71655973,21.01823181,47.22396513,0.681278134,120.6169589,0.152963138,51.99826511,0.162678994
SCBI_005,2021,N,7.916666667,405.4324668,13.74710319,37.49974569,64.88581649,0.332855799,113.9678768,0.473280988,202.4509934,0.342814221
SCBI_006,2021,I,45.54166667,409.990561,12.98172813,63.29838412,49.53581415,0.489862945,164.2405477,0.420264485,117.6979903,0.225567678
SCBI_006,2021,N,35.78333334,418.2620786,12.83724066,27.1916177,47.31737333,0.354181873,55.5044466,0.497537029,111.4792298,0.307039108
SCBI_008,2021,I,67.95833333,413.187203,16.93967759,15.66317555,62.4831305,0.315307408,118.3929716,0.410888375,172.4712242,0.376023172
SCBI_008,2021,N,82.225,443.6253628,17.986605,22.99508305,54.4823043,0.589348372,49.44174049,0.462846616,756.6075445,0.196379369
SCBI_008,2021,NI,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
SCBI_010,2021,I,54.20833333,381.4845732,16.34060951,14.26370569,62.54880262,0.206089233,218.4997028,0.477756733,57.86669172,0.891776879
SCBI_010,2021,N,69.7,422.1780848,14.58682938,22.61035392,62.05755525,0.639352095,80.04405538,0.344725284,108.8187449,0.222515714
SCBI_045,2021,I,27.375,489.9283543,12.62977708,29.00528987,39.01292487,0.647180036,180.6070638,0.11398074,13.91586171,0.135369665
SCBI_045,2021,N,63.76666667,405.407191,10.33817276,15.53646699,52.65347733,0.360081072,98.36563419,0.320769978,67.95797843,0.306537968
SCBI_047,2021,I,16.525,363.8321676,16.01194789,21.92008266,86.97063909,0.254949994,29.23753755,0.617835473,84.12928412,1.235127341
SCBI_047,2021,N,50.23333334,425.0950129,16.33261688,20.03422621,57.45577312,0.700175625,103.5691578,0.314792568,75.1534344,0.198804731
SCBI_067,2021,I,11.83333333,420.4375872,16.07473245,3.458043435,23.07697725,0.1672,512.6928372,0.215045497,9.203953451,0.243983779
SCBI_067,2021,N,47.1,419.6350146,15.75419575,17.96545701,76.14024155,0.755495605,64.7649736,0.277901514,62.9321433,0.201635656
SERC_001,2021,I,55.3,485.9550641,10.54293967,22.53126058,38.73553888,1.153989578,77.66631359,0.129153741,11.93641615,0.183166254
SERC_001,2021,N,22.58333333,435.0057856,14.37327264,32.35089759,55.80021688,0.417381061,74.40128692,0.464820401,531.9288569,0.238214823
SERC_002,2021,I,17.85833333,430.9074661,18.51325499,91.70034079,56.27938024,0.650349298,88.79928843,0.378685369,202.4657935,0.269295102
SERC_002,2021,N,65.75,446.9498464,9.906301487,45.50883858,56.16853641,0.44060874,40.11362309,0.422889859,248.3509277,0.198274612
SERC_003,2021,I,15.33333333,434.5060927,14.01984782,15.03856076,49.54172429,0.963403385,69.36392562,0.302325335,128.6512908,0.262651238
SERC_003,2021,N,36.65833333,411.9893237,13.99264368,20.2407695,48.38131501,0.397786749,69.41118337,0.457615944,245.772437,0.264037664
SERC_004,2021,I,50.51666667,450.7289437,10.52759679,32.12517883,41.34879667,0.609827871,66.82437407,0.255267745,49.71660351,0.193118973
SERC_004,2021,N,77.75833333,424.8798341,16.61372535,18.48254396,65.48840745,0.604830789,41.97261267,0.424387332,663.8883901,0.212314184
SERC_005,2021,I,24.65,454.5845031,12.61830425,20.91787171,45.98179988,0.762813821,140.5283605,0.246558986,43.17799842,0.333125609
SERC_005,2021,N,113.75,414.2136249,16.79949027,19.30668398,55.16399111,0.745935541,20.8036413,0.399745228,300.1791645,0.198603322
SERC_007,2021,I,94.55,445.0921734,14.71901592,30.40560515,87.85427267,0.3860495,25.50296903,0.123246344,35.87243681,0.082635268
SERC_007,2021,N,5.3,398.1094776,8.739927348,8.198263657,61.93713663,0.254283068,68.30367957,0.387253067,101.2719621,0.384132023
SERC_044,2021,I,12.58333333,423.9154938,14.2754514,15.97882389,38.24505955,0.522873489,310.751342,0.308845827,78.42226015,0.206004026
SERC_044,2021,N,47.25,426.838143,15.92691595,23.2507508,70.38895737,0.633884095,51.66210761,0.27627991,96.07404018,0.20406987
SERC_045,2021,I,6.041666667,442.0604403,16.37530818,53.762129,54.90930624,0.811775873,55.00851284,0.296461847,135.6892529,0.341275458
SERC_045,2021,N,47.85,447.3043227,10.59341422,43.32159598,48.19674458,0.50922237,40.5954284,0.383891821,187.0214609,0.224571689
SERC_047,2021,I,2.25,404.8367828,10.71616101,13.34345403,49.97663722,0.915855615,43.13163322,0.317315093,38.14572458,0.503278018
SERC_047,2021,N,91.49166667,472.9527385,9.761633606,36.17597544,43.3806339,0.500090558,70.57657198,0.297442655,73.82663441,0.255207086
SJER_001,2021,I,81.13333333,361.4442875,9.933653219,9.128826582,58.90568603,0.165127209,146.5568381,0.440263075,21.5973885,0.327373975
SJER_001,2021,N,35.08333333,421.7380693,25.49365815,10.24150604,77.33864787,0.545933319,15.93765895,0.174920482,23.6398874,0.267870823
SJER_002,2021,I,83.85,369.648347,10.37632536,13.87047623,66.35219887,0.208456442,141.7083579,0.40564328,24.87627912,0.287280148
SJER_002,2021,N,23.95,421.7380693,25.49365815,10.24150604,77.33864787,0.545933319,15.93765895,0.174920482,23.6398874,0.267870823
SJER_003,2021,I,45.16666667,355.1951661,10.47684658,13.50783863,81.02524911,0.144659145,145.5314758,0.44897053,26.18173241,0.382310809
SJER_003,2021,N,36.25,421.7380693,25.49365815,10.24150604,77.33864787,0.545933319,15.93765895,0.174920482,23.6398874,0.267870823
SJER_004,2021,I,58.625,377.2560551,8.445181548,13.94860148,59.5242856,0.190066901,216.1855864,0.409651896,14.58414826,0.251398757
SJER_004,2021,N,49.58333333,421.7380693,25.49365815,10.24150604,77.33864787,0.545933319,15.93765895,0.174920482,23.6398874,0.267870823
SJER_005,2021,I,83.1,376.5365922,9.571493441,9.03803618,61.35713741,0.209842238,191.3916173,0.374312551,16.8834995,0.235337562
SJER_005,2021,N,35.58333333,421.7380693,25.49365815,10.24150604,77.33864787,0.545933319,15.93765895,0.174920482,23.6398874,0.267870823
SJER_025,2021,I,143.9166667,386.8004495,6.654102016,10.72970686,42.36191049,0.194021728,248.5161625,0.395177032,9.436052234,0.205197453
SJER_025,2021,N,67.05,NA,NA,NA,NA,NA,NA,NA,NA,NA
SJER_045,2021,I,69.91666667,375.145304,8.441039054,6.856249798,53.69774772,0.178788257,201.8876703,0.390271912,17.48883116,0.273427473
SJER_045,2021,N,18.125,421.7380693,25.49365815,10.24150604,77.33864787,0.545933319,15.93765895,0.174920482,23.6398874,0.267870823
SJER_045,2021,NI,1,425.1728292,9.361865125,26.13972751,48.14285716,0.170159873,323.5329443,0.520721456,11.9044768,0.107208566
SJER_046,2021,I,69.36666667,375.8786087,7.452349398,9.249931345,51.09378466,0.19516366,210.1271374,0.42831293,11.88059525,0.237926647
SJER_046,2021,N,22.20833333,421.7380693,25.49365815,10.24150604,77.33864787,0.545933319,15.93765895,0.174920482,23.6398874,0.267870823
SJER_047,2021,I,43.33333333,372.7559934,8.902178207,8.881738827,55.28118481,0.155050883,215.9841144,0.398759684,20.39632838,0.308567128
SJER_047,2021,N,21.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRER_001,2021,I,3.819444444,NA,NA,NA,NA,NA,NA,NA,80.4,NA
SRER_001,2021,N,58.06666667,411.1889175,15.91337468,4.339450204,54.10576568,0.433237672,96.10720937,0.185963868,37.67704495,0.191801648
SRER_002,2021,I,2.75,NA,NA,NA,NA,NA,NA,NA,80.4,NA
SRER_002,2021,N,94.775,372.9552181,9.166848402,4.463565607,44.07980386,0.339315533,79.90680936,0.216967399,35.68203506,0.205629657
SRER_003,2021,N,76.93333333,395.9567069,19.76296858,1.994113483,64.32995969,0.353306343,39.68343553,0.317369509,296.5267718,0.349972112
SRER_004,2021,I,4.2,NA,NA,NA,NA,NA,NA,NA,80.4,NA
